Order ID,Date,Product Name,Category,Region,Units Sold, Unit Price , Revenue , Cost , Profit ,Profit Margin
ORD1372,31-05-2024,Mouse,Electronics,West,14," ? 3,348.00 "," ? 46,872.00 "," ? 33,483.03 "," ? 13,388.97 ",28.56
ORD1373,11-01-2024,Monitor,Electronics,West,3," ? 4,668.00 "," ? 14,004.00 "," ? 10,778.03 "," ? 3,225.97 ",23.04
ORD1374,06-05-2024,Keyboard,Electronics,West,6," ? 2,568.00 "," ? 15,408.00 "," ? 13,187.93 "," ? 2,220.07 ",14.41
ORD1375,04-02-2024,Headphones,Accessories,North,6," ? 3,757.00 "," ? 22,542.00 "," ? 15,298.32 "," ? 7,243.68 ",32.13
ORD1376,29-12-2024,Tablet,Electronics,North,6," ? 3,706.00 "," ? 22,236.00 "," ? 16,520.72 "," ? 5,715.28 ",25.70
ORD1377,07-10-2023,Printer,Electronics,South,16," ? 3,216.00 "," ? 51,456.00 "," ? 44,305.87 "," ? 7,150.13 ",13.90
ORD1378,26-08-2025,Mouse,Electronics,West,1," ? 2,992.00 "," ? 2,992.00 "," ? 2,622.36 ", ? 369.64 ,12.35
ORD1379,19-07-2025,Tablet,Electronics,South,9," ? 4,290.00 "," ? 38,610.00 "," ? 29,413.90 "," ? 9,196.10 ",23.82
ORD1380,27-07-2025,Mouse,Accessories,Central,18," ? 2,705.00 "," ? 48,690.00 "," ? 31,651.37 "," ? 17,038.63 ",34.99
ORD1381,10-05-2025,Tablet,Accessories,North,1," ? 3,273.00 "," ? 3,273.00 "," ? 2,242.85 "," ? 1,030.15 ",31.47
ORD1382,18-04-2024,Printer,Accessories,East,9, ? 656.00 ," ? 5,904.00 "," ? 3,898.74 "," ? 2,005.26 ",33.96
ORD1383,05-07-2024,Mouse,Electronics,East,13," ? 1,339.00 "," ? 17,407.00 "," ? 13,200.93 "," ? 4,206.07 ",24.16
ORD1384,13-08-2025,Tablet,Electronics,South,12," ? 1,889.00 "," ? 22,668.00 "," ? 17,029.94 "," ? 5,638.06 ",24.87
ORD1385,01-02-2025,Tablet,Accessories,South,5," ? 1,152.00 "," ? 5,760.00 "," ? 4,207.41 "," ? 1,552.59 ",26.95
ORD1386,16-08-2024,Mouse,Accessories,West,5," ? 1,922.00 "," ? 9,610.00 "," ? 7,385.64 "," ? 2,224.36 ",23.15
ORD1387,27-11-2024,Monitor,Accessories,South,4," ? 1,407.00 "," ? 5,628.00 "," ? 4,573.90 "," ? 1,054.10 ",18.73
ORD1388,12-05-2024,Tablet,Electronics,East,3," ? 1,861.00 "," ? 5,583.00 "," ? 3,749.30 "," ? 1,833.70 ",32.84
ORD1389,19-06-2025,Monitor,Electronics,East,15," ? 4,745.00 "," ? 71,175.00 "," ? 49,980.49 "," ? 21,194.51 ",29.78
ORD1390,19-01-2024,Mouse,Electronics,North,16," ? 2,292.00 "," ? 36,672.00 "," ? 32,924.50 "," ? 3,747.50 ",10.22
ORD1391,11-06-2024,Mouse,Electronics,South,14," ? 1,187.00 "," ? 16,618.00 "," ? 12,163.77 "," ? 4,454.23 ",26.80
ORD1392,13-10-2023,Headphones,Accessories,East,19, ? 903.00 ," ? 17,157.00 "," ? 15,430.28 "," ? 1,726.72 ",10.06
ORD1393,23-02-2024,Mouse,Electronics,East,3," ? 4,151.00 "," ? 12,453.00 "," ? 8,377.07 "," ? 4,075.93 ",32.73
ORD1394,03-07-2025,Printer,Electronics,East,18," ? 1,010.00 "," ? 18,180.00 "," ? 11,043.48 "," ? 7,136.52 ",39.25
ORD1395,12-09-2024,Laptop,Accessories,West,1," ? 1,795.00 "," ? 1,795.00 "," ? 1,334.07 ", ? 460.93 ,25.68
ORD1396,24-09-2023,Keyboard,Accessories,West,5, ? 635.00 ," ? 3,175.00 "," ? 2,665.55 ", ? 509.45 ,16.05
ORD1397,14-11-2024,Printer,Electronics,Central,6," ? 3,524.00 "," ? 21,144.00 "," ? 16,959.96 "," ? 4,184.04 ",19.79
ORD1398,04-10-2024,Laptop,Electronics,West,1," ? 2,825.00 "," ? 2,825.00 "," ? 2,181.89 ", ? 643.11 ,22.76
ORD1399,27-12-2024,Laptop,Electronics,East,10," ? 2,402.00 "," ? 24,020.00 "," ? 14,551.45 "," ? 9,468.55 ",39.42
ORD1400,29-08-2024,Keyboard,Electronics,Central,11," ? 2,717.00 "," ? 29,887.00 "," ? 26,406.14 "," ? 3,480.86 ",11.65
ORD1401,20-10-2024,Monitor,Electronics,West,1," ? 3,150.00 "," ? 3,150.00 "," ? 2,397.09 ", ? 752.91 ,23.90
ORD1402,19-05-2025,Mouse,Accessories,Central,16," ? 1,148.00 "," ? 18,368.00 "," ? 13,889.01 "," ? 4,478.99 ",24.38
ORD1403,18-06-2025,Mouse,Electronics,West,4," ? 4,191.00 "," ? 16,764.00 "," ? 11,617.10 "," ? 5,146.90 ",30.70
ORD1404,06-06-2024,Headphones,Electronics,East,12," ? 3,139.00 "," ? 37,668.00 "," ? 31,130.45 "," ? 6,537.55 ",17.36
ORD1405,23-10-2024,Headphones,Electronics,Central,9," ? 3,532.00 "," ? 31,788.00 "," ? 24,396.92 "," ? 7,391.08 ",23.25
ORD1406,05-03-2025,Headphones,Accessories,East,3," ? 2,545.00 "," ? 7,635.00 "," ? 6,510.34 "," ? 1,124.66 ",14.73
ORD1407,01-08-2024,Tablet,Accessories,West,13," ? 4,354.00 "," ? 56,602.00 "," ? 39,719.08 "," ? 16,882.92 ",29.83
ORD1408,22-07-2024,Tablet,Accessories,East,16," ? 2,775.00 "," ? 44,400.00 "," ? 27,840.12 "," ? 16,559.88 ",37.30
ORD1409,28-11-2024,Monitor,Accessories,East,11," ? 2,780.00 "," ? 30,580.00 "," ? 24,435.56 "," ? 6,144.44 ",20.09
ORD1410,22-01-2025,Headphones,Accessories,West,8," ? 1,769.00 "," ? 14,152.00 "," ? 12,617.01 "," ? 1,534.99 ",10.85
ORD1411,18-04-2024,Tablet,Accessories,South,1," ? 3,973.00 "," ? 3,973.00 "," ? 2,443.96 "," ? 1,529.04 ",38.49
ORD1412,18-08-2024,Monitor,Accessories,Central,18," ? 4,406.00 "," ? 79,308.00 "," ? 53,517.58 "," ? 25,790.42 ",32.52
ORD1413,10-06-2025,Mouse,Electronics,Central,19," ? 2,024.00 "," ? 38,456.00 "," ? 29,165.66 "," ? 9,290.34 ",24.16
ORD1414,26-07-2024,Mouse,Accessories,East,13," ? 2,689.00 "," ? 34,957.00 "," ? 23,676.63 "," ? 11,280.37 ",32.27
ORD1415,03-12-2023,Headphones,Electronics,North,1," ? 1,004.00 "," ? 1,004.00 ", ? 882.99 , ? 121.01 ,12.05
ORD1416,14-02-2025,Mouse,Electronics,East,6," ? 3,821.00 "," ? 22,926.00 "," ? 19,051.39 "," ? 3,874.61 ",16.90
ORD1417,05-12-2023,Mouse,Electronics,East,11," ? 2,070.00 "," ? 22,770.00 "," ? 17,468.95 "," ? 5,301.05 ",23.28
ORD1418,28-01-2024,Tablet,Electronics,Central,5," ? 4,986.00 "," ? 24,930.00 "," ? 16,130.59 "," ? 8,799.41 ",35.30
ORD1419,09-05-2024,Monitor,Electronics,East,18, ? 797.00 ," ? 14,346.00 "," ? 8,626.07 "," ? 5,719.93 ",39.87
ORD1420,13-08-2025,Headphones,Electronics,West,3," ? 1,360.00 "," ? 4,080.00 "," ? 2,944.58 "," ? 1,135.42 ",27.83
ORD1421,01-09-2025,Tablet,Electronics,Central,16," ? 2,308.00 "," ? 36,928.00 "," ? 29,258.72 "," ? 7,669.28 ",20.77
ORD1422,22-04-2024,Headphones,Accessories,Central,6," ? 3,855.00 "," ? 23,130.00 "," ? 18,636.57 "," ? 4,493.43 ",19.43
ORD1423,10-02-2024,Printer,Accessories,North,3," ? 4,067.00 "," ? 12,201.00 "," ? 8,531.21 "," ? 3,669.79 ",30.08
ORD1424,18-05-2025,Printer,Accessories,West,1," ? 4,780.00 "," ? 4,780.00 "," ? 3,093.83 "," ? 1,686.17 ",35.28
ORD1425,18-12-2024,Printer,Electronics,West,12," ? 4,646.00 "," ? 55,752.00 "," ? 41,240.10 "," ? 14,511.90 ",26.03
ORD1426,28-12-2024,Mouse,Accessories,North,4," ? 3,888.00 "," ? 15,552.00 "," ? 10,244.37 "," ? 5,307.63 ",34.13
ORD1427,08-12-2023,Laptop,Electronics,East,12," ? 1,957.00 "," ? 23,484.00 "," ? 16,083.39 "," ? 7,400.61 ",31.51
ORD1428,30-05-2024,Keyboard,Electronics,North,1, ? 932.00 , ? 932.00 , ? 617.83 , ? 314.17 ,33.71
ORD1429,03-07-2025,Laptop,Accessories,North,1," ? 4,501.00 "," ? 4,501.00 "," ? 2,726.46 "," ? 1,774.54 ",39.43
ORD1430,25-01-2024,Mouse,Electronics,Central,3, ? 596.00 ," ? 1,788.00 "," ? 1,516.35 ", ? 271.65 ,15.19
ORD1431,17-05-2025,Tablet,Electronics,East,2," ? 1,138.00 "," ? 2,276.00 "," ? 2,017.17 ", ? 258.83 ,11.37
ORD1432,01-08-2024,Monitor,Accessories,South,4," ? 3,616.00 "," ? 14,464.00 "," ? 9,819.60 "," ? 4,644.40 ",32.11
ORD1433,20-04-2025,Tablet,Electronics,East,11," ? 4,368.00 "," ? 48,048.00 "," ? 32,060.92 "," ? 15,987.08 ",33.27
ORD1434,10-07-2024,Tablet,Electronics,West,12," ? 1,628.00 "," ? 19,536.00 "," ? 12,830.67 "," ? 6,705.33 ",34.32
ORD1435,09-03-2024,Printer,Electronics,East,1," ? 2,091.00 "," ? 2,091.00 "," ? 1,618.57 ", ? 472.43 ,22.59
ORD1436,24-11-2024,Laptop,Accessories,North,4," ? 4,152.00 "," ? 16,608.00 "," ? 11,971.50 "," ? 4,636.50 ",27.92
ORD1437,18-09-2023,Laptop,Accessories,West,15," ? 2,983.00 "," ? 44,745.00 "," ? 37,900.35 "," ? 6,844.65 ",15.30
ORD1438,03-05-2025,Printer,Electronics,North,15," ? 4,351.00 "," ? 65,265.00 "," ? 56,123.57 "," ? 9,141.43 ",14.01
ORD1439,03-01-2024,Headphones,Accessories,South,16," ? 2,216.00 "," ? 35,456.00 "," ? 25,483.55 "," ? 9,972.45 ",28.13
ORD1440,08-03-2025,Mouse,Electronics,Central,19," ? 1,232.00 "," ? 23,408.00 "," ? 19,055.58 "," ? 4,352.42 ",18.59
ORD1441,12-11-2024,Mouse,Electronics,South,1," ? 3,038.00 "," ? 3,038.00 "," ? 2,642.49 ", ? 395.51 ,13.02
ORD1442,15-06-2024,Keyboard,Accessories,Central,8," ? 4,609.00 "," ? 36,872.00 "," ? 22,752.54 "," ? 14,119.46 ",38.29
ORD1443,29-11-2023,Monitor,Accessories,Central,12, ? 779.00 ," ? 9,348.00 "," ? 6,788.41 "," ? 2,559.59 ",27.38
ORD1444,13-03-2025,Printer,Electronics,West,12," ? 1,481.00 "," ? 17,772.00 "," ? 11,842.52 "," ? 5,929.48 ",33.36
ORD1445,16-06-2024,Headphones,Electronics,South,18," ? 2,347.00 "," ? 42,246.00 "," ? 34,609.01 "," ? 7,636.99 ",18.08
ORD1446,25-01-2024,Headphones,Electronics,West,16," ? 3,489.00 "," ? 55,824.00 "," ? 41,014.12 "," ? 14,809.88 ",26.53
ORD1447,15-06-2025,Monitor,Electronics,East,16," ? 3,951.00 "," ? 63,216.00 "," ? 55,675.95 "," ? 7,540.05 ",11.93
ORD1448,22-03-2024,Headphones,Electronics,South,1," ? 4,864.00 "," ? 4,864.00 "," ? 4,205.33 ", ? 658.67 ,13.54
ORD1449,04-05-2025,Printer,Accessories,Central,13," ? 2,034.00 "," ? 26,442.00 "," ? 19,948.10 "," ? 6,493.90 ",24.56
ORD1450,15-05-2025,Laptop,Accessories,South,16," ? 1,479.00 "," ? 23,664.00 "," ? 15,714.40 "," ? 7,949.60 ",33.59
ORD1451,02-01-2025,Laptop,Electronics,West,19," ? 2,902.00 "," ? 55,138.00 "," ? 46,636.01 "," ? 8,501.99 ",15.42
ORD1452,26-12-2024,Printer,Accessories,West,7," ? 2,682.00 "," ? 18,774.00 "," ? 13,995.45 "," ? 4,778.55 ",25.45
ORD1453,07-01-2024,Headphones,Accessories,East,8," ? 3,422.00 "," ? 27,376.00 "," ? 16,440.02 "," ? 10,935.98 ",39.95
ORD1454,01-08-2025,Headphones,Accessories,Central,11," ? 1,316.00 "," ? 14,476.00 "," ? 9,035.66 "," ? 5,440.34 ",37.58
ORD1455,31-03-2024,Monitor,Electronics,East,7," ? 1,955.00 "," ? 13,685.00 "," ? 10,139.15 "," ? 3,545.85 ",25.91
ORD1456,27-02-2025,Mouse,Accessories,North,16, ? 711.00 ," ? 11,376.00 "," ? 9,708.56 "," ? 1,667.44 ",14.66
ORD1457,09-04-2024,Keyboard,Electronics,West,5, ? 731.00 ," ? 3,655.00 "," ? 2,575.44 "," ? 1,079.56 ",29.54
ORD1458,12-11-2023,Laptop,Electronics,West,10," ? 1,612.00 "," ? 16,120.00 "," ? 14,103.90 "," ? 2,016.10 ",12.51
ORD1459,08-01-2024,Monitor,Accessories,North,4," ? 3,710.00 "," ? 14,840.00 "," ? 13,023.01 "," ? 1,816.99 ",12.24
ORD1460,14-01-2025,Tablet,Electronics,East,19, ? 756.00 ," ? 14,364.00 "," ? 9,886.92 "," ? 4,477.08 ",31.17
ORD1461,02-12-2024,Mouse,Electronics,East,6," ? 2,076.00 "," ? 12,456.00 "," ? 10,812.96 "," ? 1,643.04 ",13.19
ORD1462,13-07-2025,Mouse,Accessories,South,8," ? 2,513.00 "," ? 20,104.00 "," ? 16,224.98 "," ? 3,879.02 ",19.29
ORD1463,08-10-2023,Laptop,Electronics,North,1," ? 3,757.00 "," ? 3,757.00 "," ? 2,580.59 "," ? 1,176.41 ",31.31
ORD1464,24-05-2025,Monitor,Accessories,North,7," ? 2,263.00 "," ? 15,841.00 "," ? 11,093.78 "," ? 4,747.22 ",29.97
ORD1465,23-04-2024,Monitor,Accessories,Central,4," ? 2,452.00 "," ? 9,808.00 "," ? 7,121.64 "," ? 2,686.36 ",27.39
ORD1466,19-04-2024,Keyboard,Accessories,West,18, ? 629.00 ," ? 11,322.00 "," ? 6,883.02 "," ? 4,438.98 ",39.21
ORD1467,13-06-2025,Mouse,Electronics,South,15," ? 3,731.00 "," ? 55,965.00 "," ? 44,630.54 "," ? 11,334.46 ",20.25
ORD1468,13-06-2024,Laptop,Accessories,West,12," ? 1,038.00 "," ? 12,456.00 "," ? 9,937.66 "," ? 2,518.34 ",20.22
ORD1469,09-04-2024,Printer,Accessories,North,14," ? 4,479.00 "," ? 62,706.00 "," ? 40,372.69 "," ? 22,333.31 ",35.62
ORD1470,27-12-2023,Mouse,Accessories,North,19," ? 1,835.00 "," ? 34,865.00 "," ? 30,794.29 "," ? 4,070.71 ",11.68
ORD1471,28-01-2025,Mouse,Accessories,North,15," ? 3,905.00 "," ? 58,575.00 "," ? 46,028.51 "," ? 12,546.49 ",21.42
ORD1472,31-10-2023,Mouse,Accessories,North,3," ? 1,392.00 "," ? 4,176.00 "," ? 2,773.92 "," ? 1,402.08 ",33.57
ORD1473,16-01-2024,Laptop,Accessories,West,12," ? 2,552.00 "," ? 30,624.00 "," ? 22,722.67 "," ? 7,901.33 ",25.80
ORD1474,21-01-2024,Keyboard,Accessories,West,15," ? 1,767.00 "," ? 26,505.00 "," ? 23,227.86 "," ? 3,277.14 ",12.36
ORD1475,17-09-2024,Laptop,Accessories,Central,1," ? 2,847.00 "," ? 2,847.00 "," ? 1,754.25 "," ? 1,092.75 ",38.38
ORD1476,25-08-2025,Laptop,Accessories,West,13," ? 2,429.00 "," ? 31,577.00 "," ? 20,496.18 "," ? 11,080.82 ",35.09
ORD1477,24-07-2025,Laptop,Electronics,Central,16," ? 3,159.00 "," ? 50,544.00 "," ? 44,965.50 "," ? 5,578.50 ",11.04
ORD1478,22-10-2023,Printer,Accessories,East,5," ? 2,727.00 "," ? 13,635.00 "," ? 10,568.38 "," ? 3,066.62 ",22.49
ORD1479,30-05-2024,Keyboard,Accessories,South,18, ? 587.00 ," ? 10,566.00 "," ? 6,990.67 "," ? 3,575.33 ",33.84
ORD1480,07-05-2024,Mouse,Accessories,Central,18," ? 1,156.00 "," ? 20,808.00 "," ? 17,891.68 "," ? 2,916.32 ",14.02
ORD1481,03-06-2024,Headphones,Electronics,South,14," ? 1,559.00 "," ? 21,826.00 "," ? 18,576.78 "," ? 3,249.22 ",14.89
ORD1482,11-09-2024,Monitor,Accessories,West,16," ? 3,600.00 "," ? 57,600.00 "," ? 49,437.90 "," ? 8,162.10 ",14.17
ORD1483,14-04-2024,Printer,Accessories,West,5," ? 1,207.00 "," ? 6,035.00 "," ? 4,407.94 "," ? 1,627.06 ",26.96
ORD1484,04-11-2024,Tablet,Electronics,South,12," ? 1,003.00 "," ? 12,036.00 "," ? 10,306.56 "," ? 1,729.44 ",14.37
ORD1485,01-12-2023,Headphones,Accessories,West,9," ? 2,841.00 "," ? 25,569.00 "," ? 20,917.02 "," ? 4,651.98 ",18.19
ORD1486,02-03-2025,Printer,Electronics,West,1, ? 980.00 , ? 980.00 , ? 871.45 , ? 108.55 ,11.08
ORD1487,05-06-2025,Keyboard,Accessories,East,1," ? 3,183.00 "," ? 3,183.00 "," ? 2,453.25 ", ? 729.75 ,22.93
ORD1488,19-06-2024,Monitor,Accessories,West,14," ? 4,647.00 "," ? 65,058.00 "," ? 40,228.37 "," ? 24,829.63 ",38.17
ORD1489,11-03-2025,Mouse,Accessories,North,11," ? 4,875.00 "," ? 53,625.00 "," ? 46,628.33 "," ? 6,996.67 ",13.05
ORD1490,04-12-2023,Tablet,Electronics,East,18," ? 2,715.00 "," ? 48,870.00 "," ? 33,804.05 "," ? 15,065.95 ",30.83
ORD1491,25-12-2024,Laptop,Electronics,Central,18," ? 4,715.00 "," ? 84,870.00 "," ? 64,673.67 "," ? 20,196.33 ",23.80
ORD1492,25-07-2025,Monitor,Accessories,Central,14," ? 4,505.00 "," ? 63,070.00 "," ? 55,559.29 "," ? 7,510.71 ",11.91
ORD1493,11-11-2024,Mouse,Accessories,West,4," ? 2,949.00 "," ? 11,796.00 "," ? 8,296.24 "," ? 3,499.76 ",29.67
ORD1494,28-05-2025,Mouse,Electronics,Central,3," ? 1,946.00 "," ? 5,838.00 "," ? 3,519.93 "," ? 2,318.07 ",39.71
ORD1495,22-05-2024,Keyboard,Electronics,East,2," ? 3,462.00 "," ? 6,924.00 "," ? 4,584.35 "," ? 2,339.65 ",33.79
ORD1496,31-05-2025,Mouse,Electronics,East,14," ? 1,337.00 "," ? 18,718.00 "," ? 16,582.30 "," ? 2,135.70 ",11.41
ORD1497,03-05-2025,Monitor,Electronics,North,6," ? 4,232.00 "," ? 25,392.00 "," ? 22,818.75 "," ? 2,573.25 ",10.13
ORD1498,11-02-2024,Keyboard,Electronics,Central,16," ? 1,776.00 "," ? 28,416.00 "," ? 24,984.95 "," ? 3,431.05 ",12.07
ORD1499,07-02-2025,Tablet,Electronics,North,14," ? 1,584.00 "," ? 22,176.00 "," ? 16,254.81 "," ? 5,921.19 ",26.70
ORD1500,29-05-2024,Laptop,Electronics,Central,2," ? 3,673.00 "," ? 7,346.00 "," ? 4,613.28 "," ? 2,732.72 ",37.20
ORD1501,19-02-2024,Keyboard,Accessories,West,9," ? 4,905.00 "," ? 44,145.00 "," ? 33,275.43 "," ? 10,869.57 ",24.62
ORD1502,19-09-2024,Monitor,Electronics,West,2," ? 4,861.00 "," ? 9,722.00 "," ? 7,705.82 "," ? 2,016.18 ",20.74
ORD1503,08-02-2025,Headphones,Accessories,North,4," ? 3,805.00 "," ? 15,220.00 "," ? 12,577.99 "," ? 2,642.01 ",17.36
ORD1504,16-01-2024,Keyboard,Electronics,North,4," ? 2,740.00 "," ? 10,960.00 "," ? 6,580.84 "," ? 4,379.16 ",39.96
ORD1505,30-06-2025,Tablet,Electronics,West,4," ? 2,192.00 "," ? 8,768.00 "," ? 7,139.02 "," ? 1,628.98 ",18.58
ORD1506,24-09-2024,Headphones,Accessories,North,11," ? 3,995.00 "," ? 43,945.00 "," ? 34,514.07 "," ? 9,430.93 ",21.46
ORD1507,04-05-2025,Keyboard,Electronics,South,6," ? 2,114.00 "," ? 12,684.00 "," ? 9,032.34 "," ? 3,651.66 ",28.79
ORD1508,08-08-2024,Keyboard,Electronics,West,4," ? 2,688.00 "," ? 10,752.00 "," ? 9,073.57 "," ? 1,678.43 ",15.61
ORD1509,07-07-2024,Keyboard,Accessories,West,10," ? 3,871.00 "," ? 38,710.00 "," ? 26,358.05 "," ? 12,351.95 ",31.91
ORD1510,01-05-2024,Printer,Accessories,East,4," ? 2,048.00 "," ? 8,192.00 "," ? 7,121.91 "," ? 1,070.09 ",13.06
ORD1511,20-12-2023,Keyboard,Electronics,Central,1," ? 3,794.00 "," ? 3,794.00 "," ? 2,597.93 "," ? 1,196.07 ",31.53
ORD1512,26-09-2024,Tablet,Electronics,South,14," ? 4,251.00 "," ? 59,514.00 "," ? 49,815.27 "," ? 9,698.73 ",16.30
ORD1513,05-10-2023,Laptop,Accessories,West,4," ? 3,364.00 "," ? 13,456.00 "," ? 8,456.74 "," ? 4,999.26 ",37.15
ORD1514,06-04-2024,Laptop,Electronics,West,18," ? 1,285.00 "," ? 23,130.00 "," ? 16,698.45 "," ? 6,431.55 ",27.81
ORD1515,25-09-2024,Headphones,Accessories,North,11," ? 2,077.00 "," ? 22,847.00 "," ? 20,367.98 "," ? 2,479.02 ",10.85
ORD1516,09-04-2025,Laptop,Electronics,West,4," ? 1,202.00 "," ? 4,808.00 "," ? 3,793.60 "," ? 1,014.40 ",21.10
ORD1517,29-11-2023,Laptop,Accessories,Central,1," ? 3,149.00 "," ? 3,149.00 "," ? 2,081.18 "," ? 1,067.82 ",33.91
ORD1518,30-10-2023,Monitor,Electronics,North,9," ? 1,464.00 "," ? 13,176.00 "," ? 11,366.09 "," ? 1,809.91 ",13.74
ORD1519,02-12-2023,Printer,Electronics,South,11," ? 2,983.00 "," ? 32,813.00 "," ? 27,608.68 "," ? 5,204.32 ",15.86
ORD1520,20-11-2023,Tablet,Accessories,South,5," ? 3,565.00 "," ? 17,825.00 "," ? 13,379.97 "," ? 4,445.03 ",24.94
ORD1521,10-09-2024,Headphones,Accessories,North,1," ? 3,578.00 "," ? 3,578.00 "," ? 2,775.05 ", ? 802.95 ,22.44
ORD1522,28-05-2024,Printer,Electronics,East,16," ? 2,109.00 "," ? 33,744.00 "," ? 28,485.47 "," ? 5,258.53 ",15.58
ORD1523,04-09-2024,Keyboard,Electronics,Central,7," ? 3,430.00 "," ? 24,010.00 "," ? 20,146.45 "," ? 3,863.55 ",16.09
ORD1524,21-04-2024,Laptop,Accessories,East,6," ? 1,872.00 "," ? 11,232.00 "," ? 8,664.28 "," ? 2,567.72 ",22.86
ORD1525,29-09-2024,Printer,Accessories,South,4," ? 1,307.00 "," ? 5,228.00 "," ? 4,138.72 "," ? 1,089.28 ",20.84
ORD1526,04-10-2024,Tablet,Electronics,North,11," ? 4,812.00 "," ? 52,932.00 "," ? 34,304.76 "," ? 18,627.24 ",35.19
ORD1527,09-09-2024,Tablet,Electronics,East,4," ? 1,837.00 "," ? 7,348.00 "," ? 4,466.95 "," ? 2,881.05 ",39.21
ORD1528,27-04-2024,Monitor,Accessories,North,10," ? 2,397.00 "," ? 23,970.00 "," ? 17,740.47 "," ? 6,229.53 ",25.99
ORD1529,07-07-2024,Laptop,Electronics,Central,16," ? 1,578.00 "," ? 25,248.00 "," ? 16,379.96 "," ? 8,868.04 ",35.12
ORD1530,08-11-2024,Printer,Electronics,East,8, ? 931.00 ," ? 7,448.00 "," ? 4,700.32 "," ? 2,747.68 ",36.89
ORD1531,10-03-2025,Keyboard,Electronics,North,14," ? 2,698.00 "," ? 37,772.00 "," ? 24,812.17 "," ? 12,959.83 ",34.31
ORD1532,29-04-2024,Mouse,Accessories,Central,1, ? 716.00 , ? 716.00 , ? 585.92 , ? 130.08 ,18.17
ORD1533,06-06-2024,Printer,Electronics,South,12," ? 2,778.00 "," ? 33,336.00 "," ? 29,631.00 "," ? 3,705.00 ",11.11
ORD1534,10-05-2025,Printer,Electronics,South,9," ? 3,422.00 "," ? 30,798.00 "," ? 24,133.37 "," ? 6,664.63 ",21.64
ORD1535,14-04-2025,Monitor,Accessories,East,8," ? 3,426.00 "," ? 27,408.00 "," ? 23,589.00 "," ? 3,819.00 ",13.93
ORD1536,27-02-2025,Headphones,Accessories,South,5," ? 4,367.00 "," ? 21,835.00 "," ? 19,591.92 "," ? 2,243.08 ",10.27
ORD1537,05-04-2025,Laptop,Electronics,West,17," ? 1,224.00 "," ? 20,808.00 "," ? 17,818.73 "," ? 2,989.27 ",14.37
ORD1538,06-09-2024,Headphones,Electronics,North,8," ? 1,964.00 "," ? 15,712.00 "," ? 10,424.58 "," ? 5,287.42 ",33.65
ORD1539,15-04-2024,Monitor,Accessories,East,19," ? 4,717.00 "," ? 89,623.00 "," ? 57,798.66 "," ? 31,824.34 ",35.51
ORD1540,08-07-2024,Keyboard,Accessories,South,8," ? 2,495.00 "," ? 19,960.00 "," ? 17,062.13 "," ? 2,897.87 ",14.52
ORD1541,07-04-2025,Mouse,Electronics,North,7," ? 2,188.00 "," ? 15,316.00 "," ? 11,830.50 "," ? 3,485.50 ",22.76
ORD1542,18-02-2025,Monitor,Accessories,North,12," ? 4,260.00 "," ? 51,120.00 "," ? 36,522.25 "," ? 14,597.75 ",28.56
ORD1543,02-12-2023,Keyboard,Accessories,East,18," ? 4,892.00 "," ? 88,056.00 "," ? 60,706.28 "," ? 27,349.72 ",31.06
ORD1544,12-04-2025,Keyboard,Electronics,South,9," ? 2,301.00 "," ? 20,709.00 "," ? 12,572.35 "," ? 8,136.65 ",39.29
ORD1545,29-07-2024,Monitor,Electronics,West,4, ? 526.00 ," ? 2,104.00 "," ? 1,547.02 ", ? 556.98 ,26.47
ORD1546,07-01-2024,Printer,Accessories,East,8," ? 2,992.00 "," ? 23,936.00 "," ? 20,319.27 "," ? 3,616.73 ",15.11
ORD1547,03-03-2024,Tablet,Electronics,Central,11," ? 1,142.00 "," ? 12,562.00 "," ? 10,829.09 "," ? 1,732.91 ",13.79
ORD1548,02-08-2025,Printer,Electronics,East,10, ? 562.00 ," ? 5,620.00 "," ? 3,778.50 "," ? 1,841.50 ",32.77
ORD1549,16-08-2025,Laptop,Accessories,West,4," ? 2,322.00 "," ? 9,288.00 "," ? 6,151.86 "," ? 3,136.14 ",33.77
ORD1550,02-04-2024,Mouse,Accessories,South,7," ? 3,189.00 "," ? 22,323.00 "," ? 15,124.40 "," ? 7,198.60 ",32.25
ORD1551,24-06-2025,Printer,Electronics,West,13," ? 3,792.00 "," ? 49,296.00 "," ? 34,043.31 "," ? 15,252.69 ",30.94
ORD1552,10-12-2023,Mouse,Electronics,East,15," ? 4,291.00 "," ? 64,365.00 "," ? 50,270.46 "," ? 14,094.54 ",21.90
ORD1553,18-04-2025,Laptop,Electronics,East,7," ? 1,051.00 "," ? 7,357.00 "," ? 5,467.31 "," ? 1,889.69 ",25.69
ORD1554,17-08-2025,Mouse,Accessories,South,19," ? 4,329.00 "," ? 82,251.00 "," ? 50,384.78 "," ? 31,866.22 ",38.74
ORD1555,25-05-2025,Mouse,Electronics,West,10," ? 3,624.00 "," ? 36,240.00 "," ? 28,257.40 "," ? 7,982.60 ",22.03
ORD1556,15-11-2024,Tablet,Electronics,West,2," ? 2,563.00 "," ? 5,126.00 "," ? 3,505.38 "," ? 1,620.62 ",31.62
ORD1557,19-01-2024,Tablet,Accessories,East,17, ? 696.00 ," ? 11,832.00 "," ? 8,121.00 "," ? 3,711.00 ",31.36
